Unnamed: 0,answers,multiple_choice_answer,concise_reasoning
556,"The recommended intake of saturated fat for diabetics is a percentage of total daily energy.

*   The question asks for a percentage of total daily energy.
*   The options provide different percentage values.
*   The goal is to select the most appropriate percentage based on established guidelines.
*   The answer should reflect the most current recommendations.

D",d,"The recommended intake of saturated fat for diabetics is a percentage of total daily energy.

*   The question asks for a percentage of total daily energy.
*   The options provide different percentage values.
*   The goal is to select the most appropriate percentage based on established guidelines.
*   The answer should reflect the most current recommendations.

D"
557,"The insurance amount should be calculated based on the house's value, which is the total cost minus the land value, then multiplied by the insurance percentage.

*   Calculate the house value: $32,700 - $5,500 = $27,200.
*   Calculate the insurance amount: $27,200 * 0.80 = $21,760.

B",b,"The insurance amount should be calculated based on the house's value, which is the total cost minus the land value, then multiplied by the insurance percentage.

*   Calculate the house value: $32,700 - $5,500 = $27,200.
*   Calculate the insurance amount: $27,200 * 0.80 = $21,760.

B"
558,"Part 1: The solution to the system of equations is x = -1 and y = 4.

Part 2:
*   Cramer's rule involves calculating determinants.
*   The determinant of the coefficient matrix is (2*4) - (3*4) = -4.
*   The determinant for x is (10*4) - (3*12) = 4.  x = 4/-4 = -1
*   The determinant for y is (2*12) - (10*4) = -16. y = -16/-4 = 4

Part 3:
B",b,"Part 1: The solution to the system of equations is x = -1 and y = 4.

Part 2:
*   Cramer's rule involves calculating determinants.
*   The determinant of the coefficient matrix is (2*4) - (3*4) = -4.
*   The determinant for x is (10*4) - (3*12) = 4.  x = 4/-4 = -1
*   The determinant for y is (2*12) - (10*4) = -16. y = -16/-4 = 4

Part 3:
B"
559,"Part 1: The islands formed Sunda, and the landmass was called Sahul.

Part 2:
*   The question asks about landmasses during the Pleistocene era.
*   Sunda refers to the islands of Java, Sumatra, Bali, and Borneo.
*   Sahul refers to the landmass connecting Australia, New Guinea, and Tasmania.

Part 3:
A",a,"Part 1: The islands formed Sunda, and the landmass was called Sahul.

Part 2:
*   The question asks about landmasses during the Pleistocene era.
*   Sunda refers to the islands of Java, Sumatra, Bali, and Borneo.
*   Sahul refers to the landmass connecting Australia, New Guinea, and Tasmania.

Part 3:
A"
560,"The increase in length is calculated using the formula for linear thermal expansion.

*   The change in temperature is 110°F - 68°F = 42°F.
*   The formula is: ΔL = L₀ * α * ΔT, where ΔL is the change in length, L₀ is the original length, α is the linear expansivity, and ΔT is the change in temperature.
*   Plugging in the values: ΔL = 8.0 ft * (9.4 × 10^-6 /°F) * 42°F = 0.003168 ft.
*   The closest answer is 0.0032 ft.

A",i,"The increase in length is calculated using the formula for linear thermal expansion.

*   The change in temperature is 110°F - 68°F = 42°F.
*   The formula is: ΔL = L₀ * α * ΔT, where ΔL is the change in length, L₀ is the original length, α is the linear expansivity, and ΔT is the change in temperature.
*   Plugging in the values: ΔL = 8.0 ft * (9.4 × 10^-6 /°F) * 42°F = 0.003168 ft.
*   The closest answer is 0.0032 ft.

A"
561,"The probability is calculated using the binomial probability formula.

*   The probability of rolling an even number on a 20-sided die is 1/2.
*   The probability of rolling an odd number is also 1/2.
*   We need exactly two even numbers out of four rolls, so we use the binomial probability formula: P(X=k) = (n choose k) * p^k * (1-p)^(n-k), where n=4, k=2, and p=1/2.
*   (4 choose 2) = 6, so the probability is 6 * (1/2)^2 * (1/2)^2 = 6/16 = 3/8.

B",b,"The probability is calculated using the binomial probability formula.

*   The probability of rolling an even number on a 20-sided die is 1/2.
*   The probability of rolling an odd number is also 1/2.
*   We need exactly two even numbers out of four rolls, so we use the binomial probability formula: P(X=k) = (n choose k) * p^k * (1-p)^(n-k), where n=4, k=2, and p=1/2.
*   (4 choose 2) = 6, so the probability is 6 * (1/2)^2 * (1/2)^2 = 6/16 = 3/8.

B"
562,"Part 1: The safe working distances are approximately 65.7 meters and 6.57 meters.

Part 2:
*   First, calculate the initial safe distance using the inverse square law and the given dose rates.
*   The dose rate at 1m is 27 R/hr, and the permissible dose is 0.00625 R/hr.
*   The distance is proportional to the square root of the dose rate ratio.
*   With the lead container, the dose rate is reduced to 1%, so the distance is reduced by the square root of 1%.

Part 3:
G",g,"Part 1: The safe working distances are approximately 65.7 meters and 6.57 meters.

Part 2:
*   First, calculate the initial safe distance using the inverse square law and the given dose rates.
*   The dose rate at 1m is 27 R/hr, and the permissible dose is 0.00625 R/hr.
*   The distance is proportional to the square root of the dose rate ratio.
*   With the lead container, the dose rate is reduced to 1%, so the distance is reduced by the square root of 1%.

Part 3:
G"
563,"The mass of the homosphere is approximately 5.27 × 10^18 kg.

*   Atmospheric pressure is related to the weight of the air above a unit area.
*   Weight is mass times gravitational acceleration.
*   The total weight of the atmosphere can be calculated from pressure and Earth's surface area.
*   Using the given values, the mass can be derived.

I",i,"The mass of the homosphere is approximately 5.27 × 10^18 kg.

*   Atmospheric pressure is related to the weight of the air above a unit area.
*   Weight is mass times gravitational acceleration.
*   The total weight of the atmosphere can be calculated from pressure and Earth's surface area.
*   Using the given values, the mass can be derived.

I"
564,"Part 1: The final bulk mean temperature of the air is approximately 128°F.

Part 2:
*   The air is cooled as it passes through the duct due to the temperature difference between the air and the duct walls.
*   The problem describes a heat transfer scenario where the air loses heat to the cooler walls.
*   Without detailed calculations, a reasonable estimate can be made by considering the initial and wall temperatures.
*   The final temperature should be between the initial air temperature and the wall temperature, closer to the initial temperature due to the short length.

Part 3:
D",d,"Part 1: The final bulk mean temperature of the air is approximately 128°F.

Part 2:
*   The air is cooled as it passes through the duct due to the temperature difference between the air and the duct walls.
*   The problem describes a heat transfer scenario where the air loses heat to the cooler walls.
*   Without detailed calculations, a reasonable estimate can be made by considering the initial and wall temperatures.
*   The final temperature should be between the initial air temperature and the wall temperature, closer to the initial temperature due to the short length.

Part 3:
D"
565,"The statute is most clearly constitutional when applied to a situation where the federal government has clear authority.

*   The District of Columbia is under the direct authority of the federal government.
*   The statute's intent is to regulate rental practices.
*   The scenario involves residential property, aligning with the statute's scope.

D",d,"The statute is most clearly constitutional when applied to a situation where the federal government has clear authority.

*   The District of Columbia is under the direct authority of the federal government.
*   The statute's intent is to regulate rental practices.
*   The scenario involves residential property, aligning with the statute's scope.

D"
